mechanism_id,name,action_type,target_id
mechanism_cacna1g_calcium_channel_subunit_stimulator,CACNA1G calcium channel subunit stimulator,stimulator,target_cacna1g_calcium_channel_subunit
mechanism_cacna1h_calcium_channel_subunit_stimulator,CACNA1H calcium channel subunit stimulator,stimulator,target_cacna1h_calcium_channel_subunit
mechanism_cacna1i_calcium_channel_subunit_stimulator,CACNA1I calcium channel subunit stimulator,stimulator,target_cacna1i_calcium_channel_subunit
mechanism_nitric_oxide_synthase_inhibitor,Nitric oxide synthase inhibitor,inhibitor,target_nitric_oxide_synthase
mechanism_bcl-xl_bcl-2_associated_death_promotor_inhibitor,Bcl-xL Bcl-2 associated death promotor inhibitor,inhibitor,target_bcl-xl_bcl-2_associated_death_promotor
mechanism_interferon_type_i_receptor_agonist_agonist,Interferon type I receptor agonist;agonist,receptor agonist;agonist,target_interferon_type_i
mechanism_protein_spinster_homolog_2_inhibitor,Protein spinster homolog 2 inhibitor,inhibitor,target_protein_spinster_homolog_2
mechanism_cholestenol_delta-isomerase_inhibitor,Cholestenol delta-isomerase inhibitor,inhibitor,target_cholestenol_delta-isomerase
mechanism_7_dehydrocholesterol_reductase_inhibitor,7 dehydrocholesterol reductase inhibitor,inhibitor,target_7_dehydrocholesterol_reductase
mechanism_nuclear_erythroid_2-related_factor_2_modulator,Nuclear erythroid 2-related factor 2 modulator,modulator,target_nuclear_erythroid_2-related_factor_2
mechanism_nuclear_erythroid_2-related_factor_2_inhibitor,Nuclear erythroid 2-related factor 2 inhibitor,inhibitor,target_nuclear_erythroid_2-related_factor_2
mechanism_kelch_like_ech_associated_protein_1_stimulator,Kelch like ECH associated protein 1 stimulator,stimulator,target_kelch_like_ech_associated_protein_1
mechanism_abhydrolase_domain_protein_6_inhibitor,Abhydrolase domain protein 6 inhibitor,inhibitor,target_abhydrolase_domain_protein_6
mechanism_5-ht_1_receptor_agonist_agonist,5-HT 1 receptor agonist;agonist,receptor agonist;agonist,target_5-ht_1
mechanism_opioid_receptor_sigma_2_antagonist_agonist,Opioid receptor sigma 2 antagonist;agonist,antagonist;agonist,target_opioid_receptor_sigma_2
mechanism_guanylyl_cyclase_activating_protein_modulator_modulator,Guanylyl cyclase activating protein modulator;modulator,protein modulator;modulator,target_guanylyl_cyclase_activating
mechanism_natriuretic_peptide_receptor_a_antagonist_agonist,Natriuretic peptide receptor A antagonist;agonist,antagonist;agonist,target_natriuretic_peptide_receptor_a
mechanism_microtubule_affinity_regulated_kinase_4_inhibitor,Microtubule affinity regulated kinase 4 inhibitor,inhibitor,target_microtubule_affinity_regulated_kinase_4
mechanism_guanylate_cyclase_stimulator,Guanylate cyclase stimulator,stimulator,target_guanylate_cyclase
mechanism_nitric_oxide_synthase_stimulator,Nitric oxide synthase stimulator,stimulator,target_nitric_oxide_synthase
mechanism_cgmp_agonist,cGMP agonist,agonist,target_cgmp
mechanism_kcnj_potassium_channel-9_modulator,KCNJ potassium channel-9 modulator,modulator,target_kcnj_potassium_channel-9
mechanism_kcnj_potassium_channel-6_modulator,KCNJ potassium channel-6 modulator,modulator,target_kcnj_potassium_channel-6
mechanism_kcnj_potassium_channel-3_modulator,KCNJ potassium channel-3 modulator,modulator,target_kcnj_potassium_channel-3
mechanism_t-cell_transcription_factor_nfat1_inhibitor,T-cell transcription factor NFAT1 inhibitor,inhibitor,target_t-cell_transcription_factor_nfat1
mechanism_calcineurin_inhibitor,Calcineurin inhibitor,inhibitor,target_calcineurin
mechanism_non_canonical_rna_polymerase_papd5_inhibitor,Non canonical RNA polymerase PAPD5 inhibitor,inhibitor,target_non_canonical_rna_polymerase_papd5
mechanism_solute_carrier_family_12a2_inhibitor,Solute carrier family 12A2 inhibitor,inhibitor,target_solute_carrier_family_12a2
mechanism_mekkk-5_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,MEKKK-5 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_mekkk-5
mechanism_mas-related_g-protein_receptor_d_antagonist_agonist,Mas-related G-protein receptor D antagonist;agonist,antagonist;agonist,target_mas-related_g-protein_receptor_d
mechanism_sh2_domain_inositol_phosphatase_1_inhibitor,SH2 domain inositol phosphatase 1 inhibitor,inhibitor,target_sh2_domain_inositol_phosphatase_1
mechanism_aryl_hydrocarbon_receptor_agonist_agonist,Aryl hydrocarbon receptor agonist;agonist,receptor agonist;agonist,target_aryl_hydrocarbon
mechanism_g_protein_coupled_receptor_52_modulator,G protein coupled receptor 52 modulator,modulator,target_g_protein_coupled_receptor_52
mechanism_dynamin_1_inhibitor,Dynamin 1 inhibitor,inhibitor,target_dynamin_1
mechanism_somatostatin_2_receptor_agonist_agonist,Somatostatin 2 receptor agonist;agonist,receptor agonist;agonist,target_somatostatin_2
mechanism_metabotropic_glutamate_receptor_4_antagonist_agonist,Metabotropic glutamate receptor 4 antagonist;agonist,antagonist;agonist,target_metabotropic_glutamate_receptor_4
mechanism_serotonin_transporter_modulator,Serotonin transporter modulator,modulator,target_serotonin_transporter
mechanism_reactive_oxygen_species_1_inhibitor_modulator,Reactive oxygen species 1 inhibitor;modulator,inhibitor;modulator,target_reactive_oxygen_species_1
mechanism_proliferating_cell_nuclear_antigen_stimulator,Proliferating cell nuclear antigen stimulator,stimulator,target_proliferating_cell_nuclear_antigen
mechanism_il-12_receptor_antagonist_antagonist_agonist,IL-12 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_il-12
mechanism_il-23_antagonist_agonist,IL-23 antagonist;agonist,antagonist;agonist,target_il-23
mechanism_interferon_alpha_ligand_inhibitor_inhibitor,Interferon alpha ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_interferon_alpha
mechanism_sigma_opioid_receptor_antagonist_antagonist_agonist,Sigma opioid receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_sigma_opioid
mechanism_sigma_opioid_receptor_agonist_agonist,Sigma opioid receptor agonist;agonist,receptor agonist;agonist,target_sigma_opioid
mechanism_interferon_beta_ligand_inhibitor_inhibitor,Interferon beta ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_interferon_beta
mechanism_mtor_complex_1_stimulator,mTOR complex 1 stimulator,stimulator,target_mtor_complex_1
mechanism_kcnk_potassium_channel-13_inhibitor,KCNK potassium channel-13 inhibitor,inhibitor,target_kcnk_potassium_channel-13
mechanism_beta_2_adrenoceptor_antagonist_agonist,Beta 2 adrenoceptor antagonist;agonist,antagonist;agonist,target_beta_2_adrenoceptor
mechanism_transmembrane_protein_175_inhibitor,Transmembrane protein 175 inhibitor,inhibitor,target_transmembrane_protein_175
mechanism_transmembrane_protein_175_modulator,Transmembrane protein 175 modulator,modulator,target_transmembrane_protein_175
mechanism_metabotropic_glutamate_receptor_7_antagonist_agonist,Metabotropic glutamate receptor 7 antagonist;agonist,antagonist;agonist,target_metabotropic_glutamate_receptor_7
mechanism_translocator_protein_stimulator,Translocator protein stimulator,stimulator,target_translocator_protein
mechanism_casein_kinase_ii_alpha_prime_inhibitor,Casein kinase II alpha prime inhibitor,inhibitor,target_casein_kinase_ii_alpha_prime
mechanism_casein_kinase_ii_alpha_inhibitor,Casein kinase II alpha inhibitor,inhibitor,target_casein_kinase_ii_alpha
mechanism_metalloprotease-9_inhibitor,Metalloprotease-9 inhibitor,inhibitor,target_metalloprotease-9
mechanism_pdgf_receptor_beta_antagonist_agonist,PDGF receptor beta antagonist;agonist,antagonist;agonist,target_pdgf_receptor_beta
mechanism_x_box_binding_protein_1_stimulator,X box binding protein 1 stimulator,stimulator,target_x_box_binding_protein_1
mechanism_ire1_protein_kinase_stimulator,IRE1 protein kinase stimulator,stimulator,target_ire1_protein_kinase
mechanism_dna_mismatch_protein_msh2_inhibitor,DNA mismatch protein Msh2 inhibitor,inhibitor,target_dna_mismatch_protein_msh2
mechanism_dna_mismatch_protein_msh3_inhibitor,DNA mismatch protein Msh3 inhibitor,inhibitor,target_dna_mismatch_protein_msh3
mechanism_focal_adhesion_kinase_stimulator,Focal adhesion kinase stimulator,stimulator,target_focal_adhesion_kinase
mechanism_syndecan_2_stimulator,Syndecan 2 stimulator,stimulator,target_syndecan_2
mechanism_syndecan_4_stimulator,Syndecan 4 stimulator,stimulator,target_syndecan_4
mechanism_hjurp_gene_stimulator,HJURP gene stimulator,stimulator,target_hjurp_gene
mechanism_programmed_cell_death_ligand_1_unspecified,Programmed cell death ligand 1 unspecified,unspecified,target_programmed_cell_death_ligand_1
mechanism_talin_stimulator,Talin stimulator,stimulator,target_talin
mechanism_lyn_tyrosine_kinase_inhibitor_inhibitor,Lyn tyrosine kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_lyn_tyrosine
mechanism_kcnc_potassium_channel_3_modulator,KCNC potassium channel 3 modulator,modulator,target_kcnc_potassium_channel_3
mechanism_kcnc_potassium_channel_2_modulator,KCNC potassium channel 2 modulator,modulator,target_kcnc_potassium_channel_2
mechanism_kcnc_potassium_channel_1_modulator,KCNC potassium channel 1 modulator,modulator,target_kcnc_potassium_channel_1
mechanism_interleukin_17a_ligand_inhibitor_inhibitor,Interleukin 17A ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_interleukin_17a
mechanism_transmembrane_protein_tmem_inhibitor,Transmembrane protein TMEM inhibitor,inhibitor,target_transmembrane_protein_tmem
mechanism_caspase-6_inhibitor,Caspase-6 inhibitor,inhibitor,target_caspase-6
mechanism_caspase_inhibitor,Caspase inhibitor,inhibitor,target_caspase
mechanism_trp_cation_channel_v3_inhibitor,TRP cation channel V3 inhibitor,inhibitor,target_trp_cation_channel_v3
mechanism_nicotinamide_phosphoribosyltransferase_modulator,Nicotinamide phosphoribosyltransferase modulator,modulator,target_nicotinamide_phosphoribosyltransferase
mechanism_glial_fibrillary_acidic_protein_inhibitor,Glial fibrillary acidic protein inhibitor,inhibitor,target_glial_fibrillary_acidic_protein
mechanism_eukaryotic_initiation_2_alpha_kinase_2_inhibitor,Eukaryotic initiation 2 alpha kinase 2 inhibitor,inhibitor,target_eukaryotic_initiation_2_alpha_kinase_2
mechanism_p2x4_purinoceptor_antagonist_agonist,P2X4 purinoceptor antagonist;agonist,antagonist;agonist,target_p2x4_purinoceptor
mechanism_complement_factor_d_inhibitor,Complement factor D inhibitor,inhibitor,target_complement_factor_d
mechanism_noradrenaline_transporter_inhibitor,Noradrenaline transporter inhibitor,inhibitor,target_noradrenaline_transporter
mechanism_mnk_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,MNK protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_mnk
mechanism_autophagy_protein_inhibitor,Autophagy protein inhibitor,inhibitor,target_autophagy_protein
mechanism_dopamine_d4_receptor_partial_agonist_agonist,Dopamine D4 receptor partial agonist;agonist,partial agonist;agonist,target_dopamine_d4_receptor
mechanism_htr6_receptor_antagonist_antagonist_agonist,HTR6 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_htr6
mechanism_glp1r_receptor_antagonist_antagonist_agonist,GLP-1 receptor receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_glp1r
mechanism_drd2_modulator,DRD2 modulator,modulator,target_drd2
mechanism_transthyretin_inhibitor,Transthyretin inhibitor,inhibitor,target_transthyretin
mechanism_transcriptional_enhancer_factor_tef_inhibitor,Transcriptional enhancer factor TEF inhibitor,inhibitor,target_transcriptional_enhancer_factor_tef
mechanism_il-1_receptor_antagonist_antagonist_agonist,IL-1 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_il-1
mechanism_superoxide_dismutase_inhibitor,Superoxide dismutase inhibitor,inhibitor,target_superoxide_dismutase
mechanism_mitochondrial_atpase_inhibitor,Mitochondrial ATPase inhibitor,inhibitor,target_mitochondrial_atpase
mechanism_opioid_receptor_mu_partial_agonist_agonist,Opioid receptor mu partial agonist;agonist,partial agonist;agonist,target_opioid_receptor_mu
mechanism_dopamine_transporter_modulator,Dopamine transporter modulator,modulator,target_dopamine_transporter
mechanism_noradrenaline_transporter_modulator,Noradrenaline transporter modulator,modulator,target_noradrenaline_transporter
mechanism_pre_mrna_splicing_factor_38_inhibitor,Pre mRNA splicing factor 38 inhibitor,inhibitor,target_pre_mrna_splicing_factor_38
mechanism_nucleotide_binding_protein_modulator_modulator,Nucleotide binding protein modulator;modulator,protein modulator;modulator,target_nucleotide_binding
mechanism_serine_threonine_phosphatase_pp2a_stimulator,Serine threonine phosphatase PP2A stimulator,stimulator,target_serine_threonine_phosphatase_pp2a
mechanism_ubiquitin_thioesterase-5_inhibitor,Ubiquitin thioesterase-5 inhibitor,inhibitor,target_ubiquitin_thioesterase-5
mechanism_cxxc_type_zinc_finger_protein_5_inhibitor,CXXC type zinc finger protein 5 inhibitor,inhibitor,target_cxxc_type_zinc_finger_protein_5
mechanism_dishevelled_ligand_unspecified,Dishevelled ligand unspecified,unspecified,target_dishevelled_ligand
mechanism_autophagy_protein_modulator_modulator,Autophagy protein modulator;modulator,protein modulator;modulator,target_autophagy
mechanism_mitochondrial_fission_regulator_modulator,Mitochondrial fission regulator modulator,modulator,target_mitochondrial_fission_regulator
mechanism_gaba_a_receptor_delta_subunit_stimulator,GABA A receptor delta subunit stimulator,stimulator,target_gaba_a_receptor_delta_subunit
mechanism_nmda_receptor_epsilon_2_subunit_modulator,NMDA receptor epsilon 2 subunit modulator,modulator,target_nmda_receptor_epsilon_2_subunit
mechanism_histone_deacetylase-6_modulator,Histone deacetylase-6 modulator,modulator,target_histone_deacetylase-6
mechanism_metabotropic_glutamate_receptor_5_modulator,Metabotropic glutamate receptor 5 modulator,modulator,target_metabotropic_glutamate_receptor_5
mechanism_heat_shock_protein_hsp90_alpha_inhibitor,Heat shock protein HSP90 alpha inhibitor,inhibitor,target_heat_shock_protein_hsp90_alpha
mechanism_heat_shock_protein_hsp90_beta_inhibitor,Heat shock protein HSP90 beta inhibitor,inhibitor,target_heat_shock_protein_hsp90_beta
mechanism_acid_sensing_ion_channel_1a_inhibitor,Acid sensing ion channel 1A inhibitor,inhibitor,target_acid_sensing_ion_channel_1a
mechanism_bile_salt_export_pump_stimulator,Bile salt export pump stimulator,stimulator,target_bile_salt_export_pump
mechanism_gastric_inhibitory_polypeptide_receptor_antagonist_antagonist_agonist_inhibitor,Gastric inhibitory polypeptide receptor antagonist;antagonist;agonist;inhibitor,receptor antagonist;antagonist;agonist;inhibitor,target_gastric_inhibitory_polypeptide
mechanism_atp_citrate_lyase_inhibitor,ATP citrate lyase inhibitor,inhibitor,target_atp_citrate_lyase
mechanism_c-reactive_protein_modulator_modulator,C-reactive protein modulator;modulator,protein modulator;modulator,target_c-reactive
mechanism_bombesin_bb2_receptor_modulator,Bombesin BB2 receptor modulator,modulator,target_bombesin_bb2_receptor
mechanism_solute_carrier_family_12a5_stimulator,Solute carrier family 12A5 stimulator,stimulator,target_solute_carrier_family_12a5
mechanism_slc12a5_gene_stimulator,SLC12A5 gene stimulator,stimulator,target_slc12a5_gene
mechanism_trp_cation_channel_c1_modulator,TRP cation channel C1 modulator,modulator,target_trp_cation_channel_c1
mechanism_trp_cation_channel_c2_modulator,TRP cation channel C2 modulator,modulator,target_trp_cation_channel_c2
mechanism_trp_cation_channel_c3_modulator,TRP cation channel C3 modulator,modulator,target_trp_cation_channel_c3
mechanism_ebv_induce_g_protein_coupled_receptor_2_antagonist_agonist,EBV induce G protein coupled receptor 2 antagonist;agonist,antagonist;agonist,target_ebv_induce_g_protein_coupled_receptor_2
mechanism_interleukin_receptor_17a_antagonist_agonist,Interleukin receptor 17A antagonist;agonist,antagonist;agonist,target_interleukin_receptor_17a
mechanism_kcnh_voltage-gated_potassium_channel_inhibitor,KCNH voltage-gated potassium channel inhibitor,inhibitor,target_kcnh_voltage-gated_potassium_channel
mechanism_oxidative_stress_growth_inhibitor,Oxidative stress growth inhibitor,inhibitor,target_oxidative_stress_growth
mechanism_protein_kinase_c_inhibitor,Protein kinase C inhibitor,inhibitor,target_protein_kinase_c
mechanism_n-glycosylase_dna_lyase_modulator,N-glycosylase DNA lyase modulator,modulator,target_n-glycosylase_dna_lyase
mechanism_hepatocyte_growth_factor_ligand_unspecified,Hepatocyte growth factor ligand unspecified,unspecified,target_hepatocyte_growth_factor_ligand
mechanism_hepatocyte_growth_factor_receptor_agonist_agonist,Hepatocyte growth factor receptor agonist;agonist,receptor agonist;agonist,target_hepatocyte_growth_factor
mechanism_islet_amyloid_polypeptide_inhibitor,Islet amyloid polypeptide inhibitor,inhibitor,target_islet_amyloid_polypeptide
mechanism_glucosylceramidase_stimulator,Glucosylceramidase stimulator,stimulator,target_glucosylceramidase
mechanism_tfeb_gene_modulator_modulator,TFEB gene modulator;modulator,gene modulator;modulator,target_tfeb
mechanism_tyrosine_protein_kinase_abl1_modulator,Tyrosine protein kinase ABL1 modulator,modulator,target_tyrosine_protein_kinase_abl1
mechanism_lrrk2_modulator,LRRK2 modulator,modulator,target_lrrk2
mechanism_mas-related_g-protein_receptor_x2_antagonist_agonist,Mas-related G-protein receptor X2 antagonist;agonist,antagonist;agonist,target_mas-related_g-protein_receptor_x2
mechanism_mucolipin_1_inhibitor,Mucolipin 1 inhibitor,inhibitor,target_mucolipin_1
mechanism_akt_protein_kinase_stimulator,AKT protein kinase stimulator,stimulator,target_akt_protein_kinase
mechanism_aminopeptidase_n_stimulator,Aminopeptidase N stimulator,stimulator,target_aminopeptidase_n
mechanism_cgrp_receptor_antagonist_antagonist_agonist,CGRP receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_cgrp
mechanism_gnrh_receptor_antagonist_antagonist_agonist,GNRH receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_gnrh
mechanism_neurolysin_stimulator,Neurolysin stimulator,stimulator,target_neurolysin
mechanism_neuroplastin_modulator,Neuroplastin modulator,modulator,target_neuroplastin
mechanism_trp_cation_channel_v1_antagonist_agonist,TRP cation channel V1 antagonist;agonist,antagonist;agonist,target_trp_cation_channel_v1
mechanism_glutathione_peroxidase_4_inhibitor,Glutathione peroxidase 4 inhibitor,inhibitor,target_glutathione_peroxidase_4
mechanism_i-kappa_b_kinase_gamma_inhibitor,I-kappa B kinase gamma inhibitor,inhibitor,target_i-kappa_b_kinase_gamma
mechanism_card_gene_modulator_modulator,CARD gene modulator;modulator,gene modulator;modulator,target_card
mechanism_nlrp3_stimulator,NLRP3 inflammasome stimulator,stimulator,target_nlrp3
mechanism_ascc_gene_modulator_modulator,ASCC gene modulator;modulator,gene modulator;modulator,target_ascc
mechanism_apelin_ligand_13_unspecified,Apelin ligand 13 unspecified,unspecified,target_apelin_ligand_13
mechanism_apelin_receptor_agonist_agonist,Apelin receptor agonist;agonist,receptor agonist;agonist,target_apelin
mechanism_alk-2_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,Alk-2 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_alk-2
mechanism_ret_tyrosine_kinase_receptor_inhibitor,Ret tyrosine kinase receptor inhibitor,inhibitor,target_ret_tyrosine_kinase_receptor
mechanism_vegf-2_receptor_antagonist_antagonist_agonist,VEGF-2 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_vegf-2
mechanism_cdk2_associated_protein_inhibitor,CDK2 associated protein inhibitor,inhibitor,target_cdk2_associated_protein
mechanism_alk-1_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,Alk-1 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_alk-1
mechanism_dna_methyltransferase_inhibitor,DNA methyltransferase inhibitor,inhibitor,target_dna_methyltransferase
mechanism_phenylethanolamine_n-methyltransferase_inhibitor,Phenylethanolamine N-methyltransferase inhibitor,inhibitor,target_phenylethanolamine_n-methyltransferase
mechanism_cathelicidin_antimicrobial_peptide_inhibitor,Cathelicidin antimicrobial peptide inhibitor,inhibitor,target_cathelicidin_antimicrobial_peptide
mechanism_stearoyl_coa_desaturase-1_inhibitor,Stearoyl CoA desaturase-1 inhibitor,inhibitor,target_stearoyl_coa_desaturase-1
mechanism_retinal_pigment_epithelium_protein_inhibitor,Retinal pigment epithelium protein inhibitor,inhibitor,target_retinal_pigment_epithelium_protein
mechanism_histone_lysine_methyltransferase_ehmt2_inhibitor,Histone lysine methyltransferase EHMT2 inhibitor,inhibitor,target_histone_lysine_methyltransferase_ehmt2
mechanism_stathmin-2_modulator,Stathmin-2 modulator,modulator,target_stathmin-2
mechanism_kcnk_potassium_channel-10_inhibitor,KCNK potassium channel-10 inhibitor,inhibitor,target_kcnk_potassium_channel-10
mechanism_kcnk_potassium_channel-2_inhibitor,KCNK potassium channel-2 inhibitor,inhibitor,target_kcnk_potassium_channel-2
mechanism_angiotensin_ii_at-2_receptor_antagonist_antagonist_agonist,Angiotensin II AT-2 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_angiotensin_ii_at-2
mechanism_extracellular_calcium_sensing_receptor_modulator,Extracellular calcium sensing receptor modulator,modulator,target_extracellular_calcium_sensing_receptor
mechanism_huntingtin_interacting_protein_gene_modulator_modulator,Huntingtin interacting protein gene modulator;modulator,gene modulator;modulator,target_huntingtin_interacting_protein
mechanism_serine_protease_htra1_inhibitor,Serine protease HTRA1 inhibitor,inhibitor,target_serine_protease_htra1
mechanism_transmembrane_protein_175_stimulator,Transmembrane protein 175 stimulator,stimulator,target_transmembrane_protein_175
mechanism_phosphoinositide-3_kinase_gamma_inhibitor,Phosphoinositide-3 kinase gamma inhibitor,inhibitor,target_phosphoinositide-3_kinase_gamma
mechanism_transcription_initiation_factor_tfiid1l_inhibitor,Transcription initiation factor TFIID1L inhibitor,inhibitor,target_transcription_initiation_factor_tfiid1l
mechanism_cyclin_dependent_kinase_like_4_inhibitor,Cyclin dependent kinase like 4 inhibitor,inhibitor,target_cyclin_dependent_kinase_like_4
mechanism_pim_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,PIM protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_pim
mechanism_haspin_serine_threonine_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,Haspin serine threonine protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_haspin_serine_threonine
mechanism_cyclin_dependent_kinase_like_3_inhibitor,Cyclin dependent kinase like 3 inhibitor,inhibitor,target_cyclin_dependent_kinase_like_3
mechanism_granulin_ligand_modulator_modulator,Granulin ligand modulator;modulator,ligand modulator;modulator,target_granulin
mechanism_gpr183_gene_inhibitor,GPR183 gene inhibitor,inhibitor,target_gpr183_gene
mechanism_dnaj_homolog_protein_inhibitor,DnaJ homolog protein inhibitor,inhibitor,target_dnaj_homolog_protein
mechanism_camp_antagonist_agonist,cAMP antagonist;agonist,antagonist;agonist,target_camp
mechanism_protein_kinase_a_inhibitor,Protein kinase A inhibitor,inhibitor,target_protein_kinase_a
mechanism_wart2_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,WART2 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_wart2
mechanism_wart1_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,WART1 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_wart1
mechanism_sphingomyelin_synthase-2_inhibitor,Sphingomyelin synthase-2 inhibitor,inhibitor,target_sphingomyelin_synthase-2
mechanism_transitional_endoplasmic_atpase_inhibitor,Transitional endoplasmic ATPase inhibitor,inhibitor,target_transitional_endoplasmic_atpase
mechanism_dna_damage_inducible_transcript_3_stimulator,DNA damage inducible transcript 3 stimulator,stimulator,target_dna_damage_inducible_transcript_3
mechanism_sphingomyelin_phosphodiesterase_3_inhibitor,Sphingomyelin phosphodiesterase 3 inhibitor,inhibitor,target_sphingomyelin_phosphodiesterase_3
mechanism_androgen_receptor_modulator,Androgen receptor modulator,modulator,target_androgen_receptor
mechanism_atp-dependent_clp_protease_inhibitor,ATP-dependent Clp protease inhibitor,inhibitor,target_atp-dependent_clp_protease
mechanism_mek_protein_kinase_stimulator,MEK protein kinase stimulator,stimulator,target_mek_protein_kinase
mechanism_histone_acetyltransferase_modulator,Histone acetyltransferase modulator,modulator,target_histone_acetyltransferase
mechanism_slc25a30_gene_inhibitor,SLC25A30 gene inhibitor,inhibitor,target_slc25a30_gene
mechanism_52_kda_ro_protein_inhibitor,52 kDa Ro protein inhibitor,inhibitor,target_52_kda_ro_protein
mechanism_cot_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,COT protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_cot
mechanism_adp_ribosylation_factor_1_inhibitor,ADP ribosylation factor 1 inhibitor,inhibitor,target_adp_ribosylation_factor_1
mechanism_g_protein_coupled_receptor_52_antagonist_agonist,G protein coupled receptor 52 antagonist;agonist,antagonist;agonist,target_g_protein_coupled_receptor_52
mechanism_5-ht_1e_receptor_agonist_agonist,5-HT 1e receptor agonist;agonist,receptor agonist;agonist,target_5-ht_1e
mechanism_opioid_receptor_antagonist_antagonist_agonist,Opioid receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_opioid
mechanism_poly_adp_ribose_polymerase_2_inhibitor,Poly ADP ribose polymerase 2 inhibitor,inhibitor,target_poly_adp_ribose_polymerase_2
mechanism_methyl_cpg_binding_protein_2_modulator,Methyl CpG binding protein 2 modulator,modulator,target_methyl_cpg_binding_protein_2
mechanism_igf_binding_protein-2_modulator,IGF binding protein-2 modulator,modulator,target_igf_binding_protein-2
mechanism_insulin-like_growth_factor_2_receptor_modulator,Insulin-like growth factor 2 receptor modulator,modulator,target_insulin-like_growth_factor_2_receptor
mechanism_lanosterol-14_demethylase_inhibitor,Lanosterol-14 demethylase inhibitor,inhibitor,target_lanosterol-14_demethylase
mechanism_ectonucleotide_pyrophosphatase-pde-1_inhibitor,Ectonucleotide pyrophosphatase-PDE-1 inhibitor,inhibitor,target_ectonucleotide_pyrophosphatase-pde-1
mechanism_pde_inhibitor,PDE inhibitor,inhibitor,target_pde
mechanism_soat1_gene_inhibitor,SOAT1 gene inhibitor,inhibitor,target_soat1_gene
mechanism_acat-1_inhibitor,ACAT-1 inhibitor,inhibitor,target_acat-1
mechanism_leukotriene_blt_receptor_antagonist_antagonist_agonist,Leukotriene BLT receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_leukotriene_blt
mechanism_angiotensin_ii_at-2_receptor_agonist_agonist,Angiotensin II AT-2 receptor agonist;agonist,receptor agonist;agonist,target_angiotensin_ii_at-2
mechanism_clusterin_stimulator,Clusterin stimulator,stimulator,target_clusterin
mechanism_lysophosphatidate-1_receptor_antagonist_antagonist_agonist,Lysophosphatidate-1 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_lysophosphatidate-1
mechanism_estrogen_receptor_alpha_antagonist_agonist,Estrogen receptor alpha antagonist;agonist,antagonist;agonist,target_estrogen_receptor_alpha
mechanism_g_protein_coupled_receptor_55_modulator,G protein coupled receptor 55 modulator,modulator,target_g_protein_coupled_receptor_55
mechanism_beta-arrestin_2_stimulator,Beta-arrestin 2 stimulator,stimulator,target_beta-arrestin_2
mechanism_pde_7a_inhibitor,PDE 7A inhibitor,inhibitor,target_pde_7a
mechanism_pde_7b_inhibitor,PDE 7B inhibitor,inhibitor,target_pde_7b
mechanism_reactive_oxygen_species_inhibitor_modulator,Reactive oxygen species inhibitor;modulator,inhibitor;modulator,target_reactive_oxygen_species
